,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
19090,55,blue-collar,married,primary,no,0,no,no,cellular,5,aug,334,2,-1,0,unknown,no
12706,36,unemployed,single,primary,no,0,yes,no,telephone,7,jul,63,6,-1,0,unknown,no
33500,34,blue-collar,married,secondary,no,745,yes,no,cellular,20,apr,400,5,332,4,failure,no
33556,33,management,married,secondary,no,4040,yes,no,cellular,20,apr,132,2,-1,0,unknown,no
9858,36,entrepreneur,married,unknown,no,60,no,no,unknown,9,jun,557,2,-1,0,unknown,no
40068,39,admin.,single,tertiary,no,22086,no,no,cellular,4,jun,160,1,-1,0,unknown,yes
41621,47,admin.,married,secondary,no,2601,no,no,cellular,24,sep,261,1,-1,0,unknown,yes
6376,28,admin.,single,secondary,no,891,yes,no,unknown,27,may,377,1,-1,0,unknown,no
43013,36,technician,married,tertiary,no,341,no,no,cellular,12,feb,419,2,183,1,success,yes
19642,44,management,divorced,tertiary,no,71,yes,no,cellular,7,aug,142,2,-1,0,unknown,no
6206,28,management,single,tertiary,no,0,yes,no,unknown,27,may,290,1,-1,0,unknown,no
5243,43,technician,single,tertiary,no,4243,yes,no,unknown,23,may,30,10,-1,0,unknown,no
23769,48,blue-collar,married,primary,no,266,no,no,telephone,28,aug,58,5,-1,0,unknown,no
34528,38,technician,married,secondary,no,54,yes,yes,cellular,5,may,236,1,287,2,failure,no
28311,34,entrepreneur,single,tertiary,no,-185,no,no,cellular,29,jan,114,1,-1,0,unknown,no
24325,49,admin.,married,secondary,no,272,yes,yes,cellular,17,nov,108,1,-1,0,unknown,no
7343,60,technician,divorced,tertiary,no,1900,yes,no,unknown,29,may,77,3,-1,0,unknown,no
18528,36,management,married,tertiary,no,3770,yes,no,cellular,31,jul,150,4,-1,0,unknown,no
39819,38,technician,single,tertiary,no,25,yes,no,cellular,1,jun,232,2,-1,0,unknown,yes
2411,37,services,single,secondary,no,1950,yes,no,unknown,13,may,370,1,-1,0,unknown,no
43225,30,technician,married,tertiary,no,3192,yes,no,cellular,5,mar,172,2,-1,0,unknown,no
26747,35,technician,married,secondary,no,1546,yes,no,cellular,20,nov,148,4,-1,0,unknown,no
5244,55,blue-collar,married,secondary,no,989,yes,yes,unknown,23,may,246,4,-1,0,unknown,no
9388,56,unknown,divorced,unknown,no,2152,no,no,unknown,6,jun,67,1,-1,0,unknown,no
43618,35,unemployed,single,tertiary,no,415,no,no,cellular,4,may,164,2,89,2,success,yes
38538,52,blue-collar,divorced,primary,no,29,yes,no,cellular,15,may,223,2,298,1,failure,no
38797,38,technician,divorced,secondary,no,1559,yes,no,cellular,18,may,22,6,179,10,failure,no
23233,56,self-employed,married,tertiary,no,719,no,no,cellular,27,aug,236,2,-1,0,unknown,no
8881,49,blue-collar,married,primary,no,391,yes,no,unknown,4,jun,245,1,-1,0,unknown,no
3739,58,admin.,married,primary,no,879,yes,no,unknown,16,may,242,7,-1,0,unknown,no
2187,30,services,single,secondary,no,290,yes,no,unknown,12,may,446,1,-1,0,unknown,no
39320,40,management,married,tertiary,no,198,yes,no,cellular,18,may,214,5,364,8,failure,no
7902,39,services,single,secondary,no,-189,yes,no,unknown,30,may,76,9,-1,0,unknown,no
27927,43,unknown,single,unknown,no,181,no,no,telephone,28,jan,41,1,-1,0,unknown,no
483,43,blue-collar,married,secondary,no,0,no,no,unknown,6,may,187,1,-1,0,unknown,no
39663,37,admin.,married,secondary,no,1967,no,no,cellular,27,may,242,1,212,1,success,yes
25862,31,services,married,secondary,no,-489,yes,yes,cellular,19,nov,392,3,-1,0,unknown,no
39448,32,technician,married,tertiary,no,8023,no,no,cellular,25,may,146,1,97,1,other,no
9596,36,management,married,tertiary,no,254,no,no,unknown,6,jun,161,3,-1,0,unknown,no
5757,32,blue-collar,married,secondary,no,358,no,no,unknown,26,may,396,1,-1,0,unknown,no
16861,56,management,divorced,tertiary,no,55,no,yes,cellular,25,jul,154,2,-1,0,unknown,no
22477,33,management,single,tertiary,no,112,no,no,cellular,22,aug,112,4,-1,0,unknown,no
37017,50,blue-collar,married,primary,no,-522,yes,no,cellular,13,may,863,3,-1,0,unknown,yes
35152,35,technician,divorced,secondary,no,2777,yes,no,cellular,7,may,633,1,-1,0,unknown,no
17373,41,management,married,secondary,no,49,yes,no,cellular,28,jul,534,8,-1,0,unknown,no
12791,60,blue-collar,divorced,primary,no,3427,no,no,cellular,7,jul,169,1,-1,0,unknown,no
35842,32,blue-collar,married,primary,no,0,yes,yes,cellular,8,may,82,2,361,4,failure,no
8497,37,technician,single,secondary,no,466,yes,no,unknown,3,jun,231,2,-1,0,unknown,no
10076,43,housemaid,divorced,primary,no,0,no,no,unknown,11,jun,643,1,-1,0,unknown,no
39357,27,student,single,secondary,no,568,yes,no,cellular,18,may,28,6,-1,0,unknown,no
36774,29,management,married,tertiary,no,13186,yes,no,cellular,12,may,322,1,350,2,failure,no
11870,38,student,single,unknown,no,9669,no,no,unknown,20,jun,15,3,-1,0,unknown,no
37969,33,blue-collar,married,unknown,no,24,yes,no,cellular,14,may,535,1,-1,0,unknown,no
16039,44,technician,single,tertiary,no,342,yes,no,cellular,22,jul,70,1,-1,0,unknown,no
22108,44,management,married,secondary,no,0,no,no,cellular,21,aug,167,2,-1,0,unknown,no
25797,58,technician,single,tertiary,no,388,no,no,cellular,19,nov,96,1,-1,0,unknown,no
7016,57,admin.,divorced,secondary,no,-140,yes,no,unknown,28,may,264,2,-1,0,unknown,no
42707,46,admin.,single,secondary,no,1693,yes,no,cellular,25,jan,137,1,97,1,success,no
8637,45,blue-collar,married,primary,no,194,yes,yes,unknown,3,jun,81,2,-1,0,unknown,no
17569,47,entrepreneur,married,tertiary,no,459,yes,no,cellular,29,jul,189,4,-1,0,unknown,no
16666,26,entrepreneur,single,secondary,no,87,yes,no,cellular,24,jul,225,1,-1,0,unknown,no
31556,50,management,married,tertiary,no,414,yes,no,cellular,3,apr,707,1,302,3,failure,yes
37793,29,admin.,married,secondary,no,1761,yes,yes,cellular,14,may,175,1,-1,0,unknown,no
16307,34,self-employed,married,tertiary,no,1972,yes,no,cellular,23,jul,61,2,-1,0,unknown,no
4984,32,blue-collar,single,secondary,no,1721,yes,no,unknown,21,may,650,2,-1,0,unknown,no
8768,26,admin.,single,secondary,no,-12,yes,no,unknown,4,jun,98,1,-1,0,unknown,no
44052,39,blue-collar,married,primary,no,1,yes,no,unknown,1,jul,165,1,745,2,failure,no
35658,48,management,single,tertiary,no,0,yes,yes,cellular,8,may,76,1,-1,0,unknown,no
39297,40,services,married,secondary,no,664,yes,yes,cellular,18,may,29,5,-1,0,unknown,no
42458,59,unemployed,married,secondary,no,957,no,no,cellular,9,dec,479,2,-1,0,unknown,yes
5750,34,admin.,married,secondary,no,2064,yes,no,unknown,26,may,165,2,-1,0,unknown,no
31764,36,blue-collar,single,secondary,no,1822,yes,no,cellular,8,apr,952,1,323,1,other,yes
8545,30,entrepreneur,single,tertiary,no,-63,yes,no,unknown,3,jun,94,1,-1,0,unknown,no
24629,55,entrepreneur,married,secondary,no,653,yes,no,cellular,17,nov,193,2,186,1,failure,no
30533,34,management,single,tertiary,no,1228,no,no,cellular,5,feb,263,8,-1,0,unknown,yes
11301,28,blue-collar,single,secondary,no,623,no,no,unknown,18,jun,25,41,-1,0,unknown,no
42130,52,admin.,single,secondary,no,2398,yes,no,cellular,3,nov,412,1,-1,0,unknown,yes
32002,52,blue-collar,married,secondary,no,543,yes,no,cellular,13,apr,211,2,-1,0,unknown,no
39163,34,technician,married,secondary,no,966,yes,no,cellular,18,may,16,4,273,7,other,no
21094,50,admin.,married,secondary,no,697,no,no,cellular,14,aug,118,4,-1,0,unknown,no
39856,26,admin.,single,tertiary,no,313,no,yes,cellular,2,jun,199,1,96,2,success,yes
18906,45,unemployed,married,primary,no,2,no,no,cellular,4,aug,413,1,-1,0,unknown,no
12036,57,blue-collar,married,primary,no,8403,no,no,unknown,20,jun,11,11,-1,0,unknown,no
8789,31,blue-collar,single,secondary,no,-173,yes,no,unknown,4,jun,121,2,-1,0,unknown,no
17624,59,admin.,divorced,secondary,no,1525,no,no,telephone,29,jul,90,2,-1,0,unknown,no
24341,54,admin.,married,secondary,no,865,yes,no,cellular,17,nov,71,1,-1,0,unknown,no
31154,36,management,divorced,tertiary,no,-1,no,no,cellular,26,feb,88,3,-1,0,unknown,no
38813,31,technician,single,secondary,no,1447,yes,no,cellular,18,may,236,3,178,15,failure,no
1944,31,services,single,secondary,yes,68,yes,no,unknown,9,may,169,2,-1,0,unknown,no
13184,35,entrepreneur,single,tertiary,yes,793,no,yes,cellular,8,jul,163,1,-1,0,unknown,no
35619,47,services,married,secondary,no,1269,yes,no,cellular,7,may,181,1,253,6,other,no
20466,30,management,single,tertiary,no,67,no,no,cellular,12,aug,52,2,-1,0,unknown,no
20246,32,unemployed,married,tertiary,no,1364,no,no,cellular,11,aug,104,4,-1,0,unknown,no
35600,27,blue-collar,married,secondary,yes,-584,yes,no,cellular,7,may,411,2,-1,0,unknown,no
43146,56,management,married,unknown,no,4623,no,no,cellular,25,feb,305,1,192,1,success,yes
28921,57,management,married,tertiary,no,8141,no,no,cellular,2,feb,37,1,-1,0,unknown,no
4270,27,admin.,divorced,secondary,no,112,yes,no,unknown,19,may,104,1,-1,0,unknown,no
5501,34,blue-collar,single,secondary,yes,-369,yes,no,unknown,23,may,353,2,-1,0,unknown,no
36580,30,management,single,tertiary,no,112,yes,yes,cellular,12,may,451,2,349,2,failure,no
4924,31,management,married,tertiary,no,1260,no,yes,unknown,21,may,93,1,-1,0,unknown,no
25532,38,admin.,single,secondary,no,2600,yes,no,cellular,19,nov,67,1,-1,0,unknown,no
33039,42,admin.,divorced,tertiary,no,6,yes,yes,cellular,17,apr,403,4,-1,0,unknown,no
2269,32,admin.,single,secondary,no,1466,yes,no,unknown,12,may,264,2,-1,0,unknown,no
37068,30,blue-collar,married,primary,no,25,yes,no,cellular,13,may,51,1,-1,0,unknown,no
25961,57,blue-collar,single,primary,no,3495,no,yes,cellular,19,nov,362,3,-1,0,unknown,no
612,55,services,married,primary,no,255,yes,no,unknown,6,may,285,1,-1,0,unknown,no
33781,39,admin.,married,tertiary,no,722,no,no,telephone,23,apr,141,1,-1,0,unknown,no
7228,39,blue-collar,married,primary,no,-388,yes,no,unknown,29,may,691,1,-1,0,unknown,no
4327,45,blue-collar,married,secondary,no,771,yes,no,unknown,19,may,221,2,-1,0,unknown,no
44926,34,blue-collar,married,tertiary,no,20,no,no,unknown,4,oct,10,1,-1,0,unknown,no
31335,25,management,single,tertiary,no,1259,no,no,cellular,12,mar,85,1,-1,0,unknown,no
33273,59,admin.,single,secondary,no,-423,yes,yes,cellular,20,apr,84,1,-1,0,unknown,no
34155,29,management,married,tertiary,no,30,no,no,cellular,30,apr,139,1,-1,0,unknown,no
7497,52,blue-collar,married,primary,no,17,yes,no,unknown,29,may,30,2,-1,0,unknown,no
3259,43,blue-collar,married,secondary,no,960,yes,no,unknown,15,may,436,1,-1,0,unknown,no
12589,36,technician,married,unknown,no,88,yes,yes,unknown,4,jul,124,2,-1,0,unknown,no
4378,41,management,married,primary,no,2592,yes,no,unknown,19,may,500,3,-1,0,unknown,no
21056,54,entrepreneur,married,tertiary,no,345,no,no,cellular,14,aug,183,6,-1,0,unknown,no
40385,52,admin.,divorced,tertiary,no,0,yes,yes,cellular,30,jun,122,1,64,1,failure,no
36732,33,management,married,secondary,no,2858,yes,yes,cellular,12,may,175,1,298,5,failure,no
6571,52,admin.,married,secondary,no,-732,yes,yes,unknown,28,may,61,2,-1,0,unknown,no
24938,52,unemployed,divorced,secondary,no,4,no,yes,unknown,18,nov,248,1,-1,0,unknown,no
41278,36,management,married,tertiary,no,255,no,no,cellular,25,aug,242,6,95,4,success,yes
43972,25,student,single,secondary,no,1957,no,no,cellular,24,jun,1207,4,385,1,failure,yes
40650,37,unemployed,single,tertiary,no,1291,no,no,cellular,5,aug,150,1,97,2,success,yes
34912,46,blue-collar,married,primary,no,91,yes,no,cellular,6,may,29,1,356,2,failure,no
12826,27,services,married,secondary,no,221,no,yes,cellular,7,jul,554,1,-1,0,unknown,no
31396,40,management,married,tertiary,no,0,yes,no,cellular,25,mar,506,2,-1,0,unknown,yes
23252,59,blue-collar,married,primary,no,699,no,no,cellular,27,aug,88,6,-1,0,unknown,no
23274,31,technician,married,secondary,no,522,yes,yes,cellular,27,aug,308,4,-1,0,unknown,no
24021,35,management,single,tertiary,no,0,no,no,cellular,29,aug,669,6,-1,0,unknown,no
22096,33,technician,single,tertiary,no,1805,no,no,cellular,21,aug,211,4,-1,0,unknown,no
5993,29,technician,single,secondary,no,1612,yes,no,unknown,26,may,375,2,-1,0,unknown,no
27869,44,technician,married,secondary,no,306,yes,no,cellular,28,jan,374,1,-1,0,unknown,no
13483,36,admin.,single,secondary,no,47,no,yes,cellular,9,jul,36,6,-1,0,unknown,no
39958,54,self-employed,married,tertiary,no,990,no,no,cellular,3,jun,244,2,-1,0,unknown,yes
20747,49,housemaid,married,primary,no,640,no,no,telephone,13,aug,214,4,-1,0,unknown,no
14400,51,self-employed,married,tertiary,no,50,yes,no,cellular,14,jul,364,3,-1,0,unknown,no
9177,39,admin.,married,secondary,no,15,no,no,unknown,5,jun,256,2,-1,0,unknown,no
30805,31,admin.,single,secondary,no,1201,no,no,cellular,6,feb,270,5,-1,0,unknown,no
619,40,technician,single,unknown,no,-5,yes,no,unknown,6,may,78,2,-1,0,unknown,no
12324,52,services,married,secondary,no,-1,no,yes,unknown,26,jun,138,3,-1,0,unknown,no
5887,48,technician,married,secondary,no,302,yes,no,unknown,26,may,208,3,-1,0,unknown,no
19387,32,self-employed,married,primary,no,286,yes,no,cellular,6,aug,175,1,-1,0,unknown,no
7479,49,blue-collar,married,primary,no,287,yes,no,unknown,29,may,155,2,-1,0,unknown,no
3221,56,retired,married,secondary,no,1894,yes,no,unknown,15,may,189,1,-1,0,unknown,no
28970,37,services,single,secondary,no,21,yes,no,cellular,2,feb,96,1,271,2,other,no
26460,41,blue-collar,married,primary,no,6596,yes,no,cellular,20,nov,88,1,-1,0,unknown,no
40313,30,management,single,tertiary,no,2,no,no,cellular,16,jun,102,1,85,1,failure,no
41207,61,management,married,secondary,no,967,no,no,cellular,20,aug,180,1,-1,0,unknown,no
3060,42,technician,married,tertiary,no,2106,yes,yes,unknown,14,may,162,2,-1,0,unknown,no
4521,38,blue-collar,married,secondary,no,-152,no,no,unknown,20,may,100,1,-1,0,unknown,no
28662,32,services,married,secondary,no,-509,yes,no,cellular,30,jan,134,1,-1,0,unknown,no
35204,35,blue-collar,married,secondary,no,0,yes,no,cellular,7,may,19,1,360,2,failure,no
25070,53,management,married,tertiary,no,8563,yes,no,cellular,18,nov,69,1,-1,0,unknown,no
37955,23,technician,single,secondary,no,1587,yes,yes,cellular,14,may,502,2,-1,0,unknown,no
35778,58,management,married,tertiary,no,541,yes,no,cellular,8,may,98,1,-1,0,unknown,no
25307,34,services,married,secondary,no,184,yes,no,cellular,18,nov,87,1,-1,0,unknown,no
4629,43,management,married,tertiary,no,1825,yes,no,unknown,20,may,742,2,-1,0,unknown,no
29989,33,blue-collar,married,secondary,no,-241,yes,yes,cellular,4,feb,117,1,253,1,failure,no
11718,45,blue-collar,single,primary,no,1006,no,no,unknown,20,jun,124,1,-1,0,unknown,no
31602,47,management,married,secondary,no,-521,yes,no,cellular,3,apr,148,2,-1,0,unknown,no
32838,54,self-employed,married,secondary,no,641,yes,no,cellular,17,apr,472,1,148,2,failure,no
21230,60,housemaid,married,unknown,no,5421,no,no,cellular,18,aug,458,4,-1,0,unknown,no
797,39,management,married,tertiary,no,305,yes,no,unknown,7,may,275,6,-1,0,unknown,no
8943,39,blue-collar,married,primary,no,104,yes,no,unknown,4,jun,624,2,-1,0,unknown,no
40598,28,management,single,tertiary,no,5549,no,no,cellular,28,jul,383,6,-1,0,unknown,no
24167,33,admin.,single,secondary,no,206,no,no,telephone,13,nov,168,1,-1,0,unknown,no
39587,26,admin.,single,tertiary,no,2170,yes,no,cellular,26,may,81,1,29,1,failure,no
27103,36,blue-collar,married,secondary,no,1482,yes,no,cellular,21,nov,154,1,-1,0,unknown,no
7263,36,technician,married,secondary,no,1466,yes,no,unknown,29,may,441,1,-1,0,unknown,no
1399,31,management,married,tertiary,no,59,yes,no,unknown,8,may,314,3,-1,0,unknown,no
31029,57,technician,married,tertiary,no,2887,yes,no,cellular,11,feb,123,1,-1,0,unknown,no
45168,62,retired,married,tertiary,no,2557,yes,no,cellular,10,nov,404,1,57,8,success,yes
33643,45,technician,married,primary,no,-63,yes,no,cellular,20,apr,847,5,-1,0,unknown,no
34732,31,technician,single,tertiary,no,645,yes,no,cellular,6,may,14,6,-1,0,unknown,no
25523,32,services,single,secondary,no,545,yes,no,cellular,19,nov,194,1,-1,0,unknown,no
42672,37,self-employed,married,tertiary,no,11387,no,no,cellular,14,jan,153,1,225,2,other,no
31370,41,services,single,secondary,no,-675,yes,yes,cellular,18,mar,147,4,-1,0,unknown,yes
40004,32,services,single,tertiary,no,785,no,no,cellular,3,jun,273,1,-1,0,unknown,no
4146,45,entrepreneur,married,tertiary,no,369,yes,no,unknown,19,may,182,2,-1,0,unknown,no
23814,38,technician,single,secondary,no,332,yes,no,cellular,29,aug,73,2,-1,0,unknown,no
23286,50,blue-collar,married,primary,no,157,no,no,cellular,27,aug,50,4,-1,0,unknown,no
40990,28,services,single,secondary,no,231,yes,yes,cellular,13,aug,129,1,-1,0,unknown,no
44850,36,management,single,tertiary,no,5958,yes,no,cellular,22,sep,155,1,184,1,success,yes
12923,34,blue-collar,single,secondary,no,-72,yes,no,cellular,7,jul,273,5,-1,0,unknown,no
2172,28,blue-collar,single,secondary,no,-284,yes,no,unknown,12,may,162,1,-1,0,unknown,no
38193,40,technician,married,secondary,no,192,yes,yes,cellular,15,may,16,8,351,5,failure,no
11093,39,management,divorced,tertiary,no,26,no,no,unknown,18,jun,311,5,-1,0,unknown,no
26121,50,management,single,unknown,no,4666,no,no,cellular,19,nov,11,3,166,3,other,no
33714,46,management,divorced,tertiary,no,4629,no,no,cellular,21,apr,446,1,-1,0,unknown,no
20775,48,management,married,tertiary,no,5887,no,no,cellular,13,aug,227,2,-1,0,unknown,no
10598,60,management,married,primary,no,21292,no,no,unknown,16,jun,242,6,-1,0,unknown,no
37440,50,technician,divorced,secondary,no,-54,yes,yes,cellular,13,may,698,2,292,1,failure,yes
7416,55,retired,divorced,primary,no,53,yes,no,unknown,29,may,84,2,-1,0,unknown,no
33817,30,student,single,secondary,no,5836,no,no,cellular,27,apr,165,2,-1,0,unknown,no
44994,27,student,single,secondary,no,279,no,no,cellular,12,oct,323,1,-1,0,unknown,yes
33685,38,management,single,tertiary,no,8669,yes,no,telephone,20,apr,5,3,150,6,failure,no
5897,39,technician,married,secondary,no,501,no,no,unknown,26,may,289,1,-1,0,unknown,no
44669,88,retired,married,primary,no,648,no,no,telephone,3,sep,318,1,-1,0,unknown,no
26725,53,blue-collar,single,primary,no,7724,no,no,cellular,20,nov,196,2,-1,0,unknown,no
10321,54,management,married,tertiary,no,292,no,no,unknown,12,jun,120,1,-1,0,unknown,no
1954,38,admin.,married,secondary,no,253,yes,no,unknown,9,may,515,4,-1,0,unknown,no
2010,33,blue-collar,single,primary,no,447,yes,no,unknown,9,may,180,2,-1,0,unknown,no
33150,36,management,married,tertiary,no,928,yes,no,cellular,20,apr,239,1,-1,0,unknown,no
43710,58,admin.,married,secondary,no,169,no,no,cellular,13,may,336,3,87,5,success,yes
25327,33,blue-collar,married,secondary,no,328,yes,no,cellular,18,nov,160,2,182,1,failure,no
22830,30,management,married,tertiary,no,4874,yes,no,cellular,25,aug,134,10,-1,0,unknown,no
31334,30,management,single,tertiary,no,3473,no,no,cellular,12,mar,1209,2,-1,0,unknown,yes
35327,33,technician,married,secondary,no,399,yes,no,cellular,7,may,143,1,-1,0,unknown,no
11424,44,management,married,tertiary,no,7177,no,no,unknown,19,jun,89,2,-1,0,unknown,no
32412,20,student,single,unknown,no,4137,yes,no,telephone,16,apr,55,2,-1,0,unknown,no
32299,37,unemployed,divorced,tertiary,no,1592,yes,no,cellular,16,apr,60,1,-1,0,unknown,no
16590,29,services,married,secondary,no,31,yes,no,cellular,24,jul,71,5,-1,0,unknown,no
4486,27,technician,single,tertiary,no,-291,yes,no,unknown,20,may,66,2,-1,0,unknown,no
1717,28,admin.,single,secondary,no,2831,yes,no,unknown,9,may,211,3,-1,0,unknown,no
17323,32,technician,single,tertiary,no,849,yes,no,cellular,28,jul,289,5,-1,0,unknown,no
2940,41,services,married,secondary,no,890,yes,no,unknown,14,may,829,1,-1,0,unknown,no
19221,46,admin.,married,secondary,no,660,no,no,cellular,6,aug,740,2,-1,0,unknown,yes
33981,28,unemployed,single,secondary,no,434,yes,no,cellular,30,apr,257,1,-1,0,unknown,no
27385,35,unemployed,married,tertiary,no,259,no,yes,cellular,21,nov,229,2,-1,0,unknown,no
14939,31,admin.,married,secondary,no,5,yes,yes,cellular,16,jul,101,7,-1,0,unknown,no
14200,31,services,single,primary,yes,-357,yes,yes,cellular,11,jul,215,2,-1,0,unknown,no
13965,41,blue-collar,married,primary,no,407,yes,yes,telephone,10,jul,387,2,-1,0,unknown,no
37891,44,self-employed,divorced,secondary,no,583,yes,no,cellular,14,may,423,3,-1,0,unknown,no
5219,32,services,single,secondary,no,-408,yes,no,unknown,23,may,253,2,-1,0,unknown,no
40875,35,housemaid,married,tertiary,no,11219,no,no,cellular,12,aug,699,2,79,1,failure,no
42582,72,retired,married,primary,no,0,no,no,cellular,29,dec,215,2,-1,0,unknown,no
8289,42,blue-collar,married,secondary,no,4,yes,yes,unknown,2,jun,229,8,-1,0,unknown,no
11393,58,retired,married,secondary,no,1463,yes,no,unknown,19,jun,446,1,-1,0,unknown,no
21161,39,management,married,tertiary,no,2985,no,no,cellular,14,aug,91,2,-1,0,unknown,no
26087,40,admin.,married,unknown,no,9110,yes,no,telephone,19,nov,89,3,-1,0,unknown,no
43162,34,self-employed,married,secondary,no,173,no,no,unknown,26,feb,36,1,-1,0,unknown,no
26287,35,management,divorced,tertiary,no,141,no,yes,cellular,20,nov,728,1,-1,0,unknown,yes
39609,26,student,single,secondary,no,100,no,no,cellular,26,may,445,1,-1,0,unknown,yes
10468,39,blue-collar,married,primary,no,275,yes,no,unknown,16,jun,189,2,-1,0,unknown,no
39520,29,technician,single,secondary,no,6,no,no,cellular,25,may,315,1,-1,0,unknown,yes
21128,46,blue-collar,married,secondary,no,0,no,no,cellular,14,aug,61,4,-1,0,unknown,no
815,45,blue-collar,married,primary,no,97,yes,no,unknown,7,may,923,3,-1,0,unknown,no
25478,30,management,married,tertiary,no,314,no,no,cellular,19,nov,364,2,175,2,success,no
11502,24,technician,married,secondary,no,691,yes,no,unknown,19,jun,93,2,-1,0,unknown,no
37667,31,self-employed,single,tertiary,no,17924,yes,no,cellular,14,may,745,1,174,3,failure,yes
13494,59,retired,married,unknown,yes,-114,no,yes,cellular,9,jul,611,2,-1,0,unknown,no
24177,35,unemployed,single,secondary,no,127,yes,no,telephone,14,nov,162,1,-1,0,unknown,yes
8570,26,blue-collar,single,secondary,yes,-36,yes,no,unknown,3,jun,482,2,-1,0,unknown,yes
37435,60,management,divorced,secondary,no,0,yes,no,telephone,13,may,65,4,350,6,failure,no
14786,54,retired,divorced,secondary,no,2761,no,no,cellular,16,jul,771,1,-1,0,unknown,no
13201,26,blue-collar,single,secondary,yes,81,no,yes,cellular,8,jul,803,2,-1,0,unknown,yes
2426,26,admin.,single,secondary,no,92,yes,no,unknown,13,may,259,1,-1,0,unknown,no
15421,30,technician,married,secondary,no,24,yes,no,cellular,18,jul,112,3,-1,0,unknown,no
22744,38,management,married,tertiary,no,1463,yes,no,cellular,25,aug,425,4,-1,0,unknown,no
32496,41,services,married,secondary,no,121,yes,no,cellular,17,apr,41,1,324,1,other,no
2975,31,management,married,tertiary,no,303,yes,no,unknown,14,may,143,1,-1,0,unknown,no
44448,41,management,married,tertiary,no,1092,no,no,cellular,5,aug,736,1,-1,0,unknown,yes
30179,35,blue-collar,married,secondary,no,-151,yes,no,cellular,5,feb,96,2,-1,0,unknown,no
41142,44,management,married,tertiary,no,-600,yes,no,cellular,18,aug,360,1,-1,0,unknown,no
16084,26,student,single,secondary,no,141,no,no,cellular,22,jul,128,1,-1,0,unknown,no
27959,27,technician,single,secondary,no,42,no,no,cellular,28,jan,251,1,-1,0,unknown,no
31990,40,admin.,married,secondary,no,5087,yes,no,cellular,13,apr,455,2,-1,0,unknown,no
23361,31,technician,single,tertiary,no,4979,no,yes,cellular,27,aug,33,2,-1,0,unknown,no
31026,33,self-employed,married,tertiary,no,627,yes,no,cellular,10,feb,208,2,-1,0,unknown,no
722,52,blue-collar,married,primary,no,58,yes,no,unknown,6,may,213,3,-1,0,unknown,no
18963,56,blue-collar,married,secondary,no,302,no,yes,cellular,4,aug,378,2,-1,0,unknown,no
1782,39,management,married,tertiary,no,183,yes,no,unknown,9,may,324,2,-1,0,unknown,no
8046,32,entrepreneur,married,primary,no,56,no,no,unknown,2,jun,389,1,-1,0,unknown,no
12626,35,management,married,secondary,no,0,no,yes,unknown,4,jul,121,1,-1,0,unknown,no
9601,52,technician,married,secondary,no,-38,no,no,unknown,6,jun,613,1,-1,0,unknown,no
31917,53,admin.,divorced,secondary,no,2647,yes,no,cellular,9,apr,494,1,-1,0,unknown,no
16949,43,blue-collar,married,secondary,no,57,yes,no,cellular,25,jul,188,5,-1,0,unknown,no
6817,31,blue-collar,divorced,primary,no,158,yes,no,unknown,28,may,157,1,-1,0,unknown,no
20662,47,management,divorced,tertiary,no,800,no,no,cellular,12,aug,483,5,-1,0,unknown,no
6425,31,technician,married,secondary,no,-360,yes,no,unknown,27,may,93,2,-1,0,unknown,no
32451,77,retired,divorced,primary,no,639,no,no,telephone,16,apr,127,7,-1,0,unknown,no
11353,58,blue-collar,married,secondary,no,1826,yes,no,unknown,19,jun,47,3,-1,0,unknown,no
21965,39,technician,divorced,secondary,no,507,no,no,cellular,20,aug,173,4,-1,0,unknown,no
11281,52,technician,married,secondary,no,0,yes,no,unknown,18,jun,636,12,-1,0,unknown,no
21452,45,technician,married,secondary,no,256,no,no,cellular,18,aug,119,7,-1,0,unknown,no
3640,45,admin.,married,secondary,no,805,yes,no,unknown,15,may,186,3,-1,0,unknown,no
22626,44,housemaid,married,primary,no,41,no,no,cellular,22,aug,299,1,-1,0,unknown,no
45171,33,admin.,single,secondary,no,690,no,no,cellular,10,nov,223,3,555,16,failure,no
39197,33,admin.,single,secondary,no,-371,yes,yes,cellular,18,may,221,2,350,4,other,no
33776,37,management,married,tertiary,no,0,yes,no,cellular,23,apr,242,5,153,7,failure,yes
28208,59,blue-collar,married,secondary,no,176,no,no,cellular,29,jan,117,1,-1,0,unknown,no
24684,36,blue-collar,married,secondary,no,0,yes,no,cellular,17,nov,273,2,131,1,failure,no
9685,51,retired,divorced,tertiary,no,126,no,yes,unknown,6,jun,152,1,-1,0,unknown,no
10368,55,technician,married,secondary,no,57,yes,no,unknown,12,jun,331,12,-1,0,unknown,no
23655,35,technician,married,tertiary,no,75,no,no,cellular,28,aug,9,19,-1,0,unknown,no
5916,42,blue-collar,married,secondary,no,-921,yes,no,unknown,26,may,115,2,-1,0,unknown,no
14446,58,technician,single,secondary,no,409,no,yes,cellular,14,jul,643,2,-1,0,unknown,no
34096,27,blue-collar,single,primary,no,3342,yes,no,cellular,30,apr,761,2,330,4,failure,no
25762,33,unknown,single,secondary,no,1522,no,yes,cellular,19,nov,966,1,-1,0,unknown,no
15977,44,technician,married,secondary,no,196,no,no,cellular,22,jul,367,1,-1,0,unknown,no
